"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","ปริมาณ","% เปลี่ยน"
"08/13/2024","823.16","824.61","825.91","819.77","1.69B","0.04%"
"08/09/2024","822.84","826.28","828.87","818.98","1.74B","0.46%"
"08/08/2024","819.10","815.09","821.51","814.69","1.49B","0.17%"
"08/07/2024","817.70","811.66","819.71","811.66","1.53B","1.43%"
"08/06/2024","806.18","813.54","816.02","805.56","1.28B","0.03%"
"08/05/2024","805.95","816.27","817.52","804.04","2.06B","-2.62%"
"08/02/2024","827.63","827.33","830.77","825.26","1.21B","-0.62%"
"08/01/2024","832.82","832.71","837.52","829.93","1.53B","0.11%"
"07/31/2024","831.91","826.43","833.10","825.83","1.74B","1.13%"
"07/30/2024","822.64","825.21","828.28","820.55","1.59B","0.16%"
"07/26/2024","821.29","811.95","821.48","809.52","1.52B","1.28%"
"07/25/2024","810.88","807.51","812.61","807.31","1.42B","-0.29%"
"07/24/2024","813.22","814.69","816.17","810.14","1.66B","-0.33%"
"07/23/2024","815.89","824.30","826.47","814.97","1.89B","-0.85%"
"07/19/2024","822.87","825.27","827.55","822.28","1.35B","-0.61%"
"07/18/2024","827.91","822.62","830.03","822.15","2.19B","0.44%"
"07/17/2024","824.25","825.75","829.54","822.63","1.32B","0.20%"
"07/16/2024","822.62","826.05","828.09","821.18","1.25B","-0.43%"
"07/15/2024","826.14","823.47","826.97","820.58","1.17B","-0.15%"
"07/12/2024","827.38","825.40","828.51","823.55","1.44B","0.05%"
"07/11/2024","826.95","823.96","827.64","819.14","1.21B","0.60%"
"07/10/2024","821.98","819.33","824.03","818.11","1.15B","0.39%"
"07/09/2024","818.75","820.17","821.23","815.64","1.18B","-0.11%"
"07/08/2024","819.63","813.41","819.63","812.52","1.06B","0.69%"
"07/05/2024","814.04","810.33","814.45","806.65","1.17B","0.67%"
"07/04/2024","808.62","808.72","814.02","808.20","919.13M","0.49%"
"07/03/2024","804.69","800.98","805.61","799.15","892.13M","0.57%"
"07/02/2024","800.12","804.26","804.55","797.41","1.31B","-0.71%"
"07/01/2024","805.84","806.33","809.54","802.91","1.11B","-0.03%"
"06/28/2024","806.10","812.58","812.86","803.44","2.33B","-0.67%"
"06/27/2024","811.50","814.56","815.42","809.44","1.26B","-0.74%"
"06/26/2024","817.58","819.31","821.05","814.80","1.21B","0.13%"
"06/25/2024","816.55","816.04","820.06","814.13","1.57B","0.13%"
"06/24/2024","815.52","805.79","816.95","803.90","1.65B","0.84%"
"06/21/2024","808.74","804.42","813.45","800.39","2.32B","0.19%"
"06/20/2024","807.17","810.06","810.90","803.33","1.49B","-0.48%"
"06/19/2024","811.09","805.35","811.09","796.93","2.33B","1.09%"
"06/18/2024","802.35","804.89","811.37","801.16","1.38B","0.00%"
"06/17/2024","802.38","807.99","807.99","796.62","1.32B","-0.79%"
"06/14/2024","808.76","809.95","812.88","806.47","1.21B","-0.22%"
"06/13/2024","810.56","815.42","817.45","809.08","1.18B","-0.27%"
"06/12/2024","812.74","810.28","815.47","808.41","1.63B","0.35%"
"06/11/2024","809.92","811.37","816.80","808.25","1.40B","-0.21%"
"06/10/2024","811.63","817.01","817.84","806.78","1.48B","-1.00%"
"06/07/2024","819.85","816.31","821.76","815.57","1.57B","0.33%"
"06/06/2024","817.15","825.09","827.21","815.27","1.55B","-0.69%"
"06/05/2024","822.85","824.01","827.43","819.43","1.99B","0.07%"
"06/04/2024","822.31","830.08","833.37","821.55","2.39B","-0.44%"
"05/31/2024","825.96","832.22","836.65","824.23","4.09B","-0.53%"
"05/30/2024","830.37","826.78","832.33","823.05","1.41B","0.10%"
"05/29/2024","829.58","837.11","839.96","829.58","1.31B","-1.18%"
"05/28/2024","839.50","843.69","844.09","838.31","1.10B","-0.37%"
"05/27/2024","842.65","843.24","844.32","838.80","1.27B","0.30%"
"05/24/2024","840.13","838.34","841.66","837.24","1.57B","-0.40%"
"05/23/2024","843.52","842.70","847.16","841.26","1.47B","-0.15%"
"05/21/2024","844.77","849.32","849.32","842.26","1.19B","-0.72%"
"05/20/2024","850.86","855.70","858.61","849.53","1.35B","-0.35%"
"05/17/2024","853.89","850.34","855.38","848.81","996.58M","0.44%"
"05/16/2024","850.15","847.81","854.95","846.09","1.29B","0.66%"
"05/15/2024","844.54","848.47","849.14","842.22","1.50B","-0.38%"
"05/14/2024","847.74","845.23","850.34","844.27","1.07B","0.39%"
"05/13/2024","844.41","844.26","846.89","840.11","1.30B","0.08%"
"05/10/2024","843.75","842.42","844.31","838.97","749.44M","0.29%"
"05/09/2024","841.31","843.84","847.55","839.87","1.11B","-0.23%"
"05/08/2024","843.29","846.45","847.48","842.87","1.28B","-0.29%"
"05/07/2024","845.72","844.16","851.91","843.54","1.50B","0.63%"
"05/03/2024","840.39","837.84","842.68","836.64","1.19B","0.62%"
"05/02/2024","835.21","838.63","840.71","834.81","1.52B","-0.33%"
"04/30/2024","837.97","836.17","841.99","834.65","1.21B","0.47%"
"04/29/2024","834.08","837.37","837.41","828.80","1.14B","0.05%"
"04/26/2024","833.69","837.23","838.24","832.08","978.91M","-0.34%"
"04/25/2024","836.55","832.91","838.11","831.31","1.01B","0.22%"
"04/24/2024","834.74","837.50","837.67","830.48","1.24B","0.31%"
"04/23/2024","832.20","830.29","836.19","829.73","1.44B","0.55%"
"04/22/2024","827.66","825.20","829.13","821.36","1.16B","1.33%"
"04/19/2024","816.80","820.35","824.43","815.35","1.76B","-2.17%"
"04/18/2024","834.89","840.34","843.74","826.82","1.70B","-0.56%"
"04/17/2024","839.55","845.71","847.29","837.01","1.70B","-2.31%"
"04/11/2024","859.39","866.25","867.21","858.28","1.13B","-1.03%"
"04/10/2024","868.31","866.50","871.51","864.90","1.08B","0.40%"
"04/09/2024","864.86","848.92","864.86","846.88","1.49B","2.21%"
"04/05/2024","846.14","842.00","848.02","839.88","703.34M","0.23%"
"04/04/2024","844.16","846.35","847.52","840.40","862.30M","-0.03%"
"04/03/2024","844.40","842.58","849.77","841.93","1.27B","-0.17%"
"04/02/2024","845.81","843.53","847.19","841.89","1.27B","0.07%"
"04/01/2024","845.21","845.49","849.12","841.71","862.94M","0.09%"
"03/29/2024","844.41","839.87","844.91","839.20","827.35M","0.73%"
"03/28/2024","838.31","846.20","847.49","836.85","963.86M","-0.87%"
"03/27/2024","845.66","842.30","849.07","841.79","851.05M","0.18%"
"03/26/2024","844.10","841.36","845.84","838.89","1.10B","0.29%"
"03/25/2024","841.69","847.31","850.91","838.73","1.23B","-0.72%"
"03/22/2024","847.80","847.79","853.09","846.33","1.06B","-0.35%"
"03/21/2024","850.82","848.34","851.75","847.39","926.26M","1.16%"
"03/20/2024","841.04","847.51","849.01","840.11","885.42M","-0.58%"
"03/19/2024","845.98","847.83","852.28","845.67","834.04M","-0.32%"
"03/18/2024","848.72","848.91","853.47","847.53","981.08M","0.19%"
"03/15/2024","847.13","850.59","852.21","847.03","1.54B","-0.85%"
"03/14/2024","854.36","846.82","854.80","845.14","1.06B","0.90%"
"03/13/2024","846.75","843.14","849.14","842.03","1.11B","0.40%"
"03/12/2024","843.40","845.52","847.20","839.44","988.60M","0.08%"
"03/11/2024","842.76","845.37","848.59","841.96","923.63M","-0.62%"
"03/08/2024","848.02","839.01","848.12","838.48","903.88M","1.15%"
"03/07/2024","838.39","839.86","842.07","833.14","1.05B","0.13%"
"03/06/2024","837.26","827.70","841.06","827.43","1.11B","0.95%"
"03/05/2024","829.39","828.85","831.72","823.55","1.21B","-0.26%"
"03/04/2024","831.58","834.91","837.55","830.85","914.68M","-0.27%"
"03/01/2024","833.85","836.02","840.06","832.36","1.30B","-0.28%"
"02/29/2024","836.19","841.16","842.23","832.90","2.44B","-0.66%"
"02/28/2024","841.77","846.66","847.41","840.57","1.10B","-0.96%"
"02/27/2024","849.90","853.81","856.86","847.28","1.52B","-0.61%"
"02/23/2024","855.12","858.19","858.64","853.39","1.31B","-0.28%"
"02/22/2024","857.54","854.20","859.80","851.40","1.39B","0.65%"
"02/21/2024","852.03","844.02","852.93","840.61","1.59B","1.10%"
"02/20/2024","842.74","847.04","847.66","838.50","1.10B","-0.41%"
"02/19/2024","846.24","843.27","848.38","842.38","868.23M","0.03%"
"02/16/2024","845.97","850.72","852.87","843.26","1.14B","0.09%"
"02/15/2024","845.18","845.37","849.14","842.42","1.17B","0.08%"
"02/14/2024","844.51","843.66","846.80","841.39","941.79M","-0.76%"
"02/13/2024","850.94","850.96","855.08","849.87","932.79M","0.17%"
"02/12/2024","849.52","849.26","851.99","846.78","796.56M","0.11%"
"02/09/2024","848.58","850.41","851.86","846.71","684.73M","-0.12%"
"02/08/2024","849.62","856.49","860.04","849.12","1.08B","-0.91%"
"02/07/2024","857.43","857.17","859.30","853.07","1.11B","0.24%"
"02/06/2024","855.37","847.98","858.54","847.98","1.40B","1.05%"
"02/05/2024","846.52","846.28","851.02","843.82","1.38B","-0.09%"
"02/02/2024","847.31","841.95","849.07","841.50","1.17B","1.33%"
"02/01/2024","836.15","833.73","840.26","829.39","1.16B","0.26%"
"01/31/2024","834.02","839.59","840.02","830.29","1.31B","-0.53%"
"01/30/2024","838.49","840.65","841.82","836.37","1.27B","-0.33%"
"01/29/2024","841.30","841.29","844.12","834.65","1.04B","0.53%"
"01/26/2024","836.86","841.95","844.76","833.99","1.10B","-0.64%"
"01/25/2024","842.28","843.20","844.77","838.19","1.24B","-0.46%"
"01/24/2024","846.15","831.57","847.60","829.42","1.51B","1.88%"
"01/23/2024","830.52","839.60","841.41","827.20","1.86B","-0.74%"
"01/22/2024","836.68","845.91","845.98","836.19","2.94B","-1.03%"
"01/19/2024","845.38","845.84","849.15","842.24","1.96B","0.54%"
"01/18/2024","840.80","845.14","847.66","838.88","1.54B","-0.33%"
"01/17/2024","843.57","853.82","854.04","841.67","1.74B","-1.57%"
"01/16/2024","857.05","859.99","860.91","855.73","928.12M","-0.41%"
"01/15/2024","860.62","866.88","866.97","858.43","692.36M","-0.58%"
"01/12/2024","865.60","863.35","868.01","862.08","977.20M","0.20%"
"01/11/2024","863.87","869.43","869.83","862.70","724.30M","-0.36%"
"01/10/2024","866.99","868.76","870.61","864.29","1.34B","-0.11%"
"01/09/2024","867.94","875.53","876.04","866.80","957.74M","-0.10%"
"01/08/2024","868.83","874.37","875.34","865.48","1.12B","-0.68%"
"01/05/2024","874.81","879.15","883.38","872.74","1.02B","-0.75%"
"01/04/2024","881.44","879.05","882.72","873.71","1.28B","0.10%"
"01/03/2024","880.60","883.52","885.69","878.32","1.16B","-0.48%"
"01/02/2024","884.83","874.70","886.36","872.71","1.10B","1.09%"
"12/28/2023","875.25","874.11","878.69","873.37","1.39B","0.17%"
"12/27/2023","873.79","878.06","878.77","871.14","1.06B","-0.40%"
"12/26/2023","877.26","873.35","878.07","872.31","774.17M","0.32%"
"12/25/2023","874.45","871.16","875.14","870.85","481.32M","0.34%"
"12/22/2023","871.46","872.37","872.51","866.68","859.28M","0.07%"
"12/21/2023","870.81","865.31","873.54","864.65","1.02B","0.18%"
"12/20/2023","869.24","869.00","874.51","866.65","962.13M","0.26%"
"12/19/2023","866.96","866.53","868.67","862.71","767.06M","0.21%"
"12/18/2023","865.13","860.30","866.89","857.13","691.10M","0.17%"
"12/15/2023","863.64","858.69","867.62","856.36","1.65B","1.03%"
"12/14/2023","854.81","849.50","856.18","846.61","1.03B","1.62%"
"12/13/2023","841.20","847.63","848.15","838.67","973.59M","-1.10%"
"12/12/2023","850.55","854.37","854.64","847.18","924.64M","-0.25%"
"12/08/2023","852.69","852.30","857.76","848.98","984.88M","0.32%"
"12/07/2023","850.00","851.45","853.49","845.88","1.21B","-0.87%"
"12/06/2023","857.44","854.80","860.83","851.50","980.91M","0.20%"
"12/04/2023","855.70","849.48","859.59","848.00","868.29M","0.32%"
"12/01/2023","852.94","853.57","854.87","847.86","884.91M","0.00%"
"11/30/2023","852.94","858.85","859.38","847.26","2.41B","-0.58%"
"11/29/2023","857.90","868.96","869.34","857.52","1.31B","-0.98%"
"11/28/2023","866.36","865.27","869.73","861.32","1.00B","0.65%"
"11/27/2023","860.75","859.18","863.73","855.07","1.02B","-0.24%"
"11/24/2023","862.82","868.14","870.65","860.84","757.64M","-0.56%"
"11/23/2023","867.64","874.93","875.05","863.54","897.34M","-0.79%"
"11/22/2023","874.59","879.86","880.81","869.71","1.12B","-0.78%"
"11/21/2023","881.47","884.79","884.79","877.52","998.28M","0.25%"
"11/20/2023","879.24","876.32","880.29","872.58","1.16B","0.28%"
"11/17/2023","876.75","873.02","882.16","871.70","1.32B","-0.26%"
"11/16/2023","879.00","877.59","879.31","873.85","1.50B","0.02%"
"11/15/2023","878.86","871.74","880.98","870.71","1.90B","2.11%"
"11/14/2023","860.71","863.90","866.22","855.97","1.35B","-0.08%"
"11/13/2023","861.39","861.57","863.11","853.72","1.30B","0.11%"
"11/10/2023","860.48","862.00","870.74","858.14","1.42B","-1.12%"
"11/09/2023","870.23","871.74","874.23","859.62","1.17B","-0.25%"
"11/08/2023","872.38","872.57","876.90","869.27","1.10B","0.10%"
"11/07/2023","871.54","873.63","880.02","869.91","1.15B","-0.55%"
"11/06/2023","876.34","885.81","886.33","876.34","1.10B","-0.27%"
"11/03/2023","878.73","875.42","881.86","873.04","1.12B","1.10%"
"11/02/2023","869.19","863.55","872.42","862.74","1.17B","1.65%"
"11/01/2023","855.05","855.59","860.28","849.82","1.22B","-0.17%"
"10/31/2023","856.53","865.03","865.21","851.57","1.09B","-1.07%"
"10/30/2023","865.78","855.18","867.94","854.84","837.55M","0.76%"
"10/27/2023","859.26","854.96","861.58","845.27","1.08B","1.46%"
"10/26/2023","846.89","859.83","861.05","845.61","1.22B","-2.10%"
"10/25/2023","865.04","865.62","873.81","863.53","1.11B","0.82%"
"10/24/2023","857.99","862.02","863.54","856.23","1.33B","-0.69%"
"10/20/2023","863.93","875.37","877.72","862.01","1.47B","-1.60%"
"10/19/2023","877.98","878.30","880.93","874.43","1.06B","-1.17%"
"10/18/2023","888.33","880.40","891.97","879.67","1.32B","0.83%"
"10/17/2023","880.99","880.18","886.01","877.71","973.05M","0.50%"
"10/16/2023","876.65","885.69","887.69","868.52","1.37B","-1.53%"
"10/12/2023","890.26","893.44","895.18","887.77","961.95M","-0.37%"
"10/11/2023","893.57","880.76","894.50","878.59","1.34B","1.77%"
"10/10/2023","878.02","881.87","882.12","874.31","1.03B","0.40%"
"10/09/2023","874.50","874.98","876.58","868.27","1.12B","-0.28%"
"10/06/2023","876.95","890.93","891.15","874.00","985.74M","-1.23%"
"10/05/2023","887.91","887.84","889.62","880.68","1.09B","0.18%"
"10/04/2023","886.30","873.49","889.02","872.86","1.80B","0.07%"
"10/03/2023","885.67","892.77","893.83","882.38","2.21B","-1.71%"
"10/02/2023","901.06","900.67","906.19","893.99","1.18B","0.20%"
"09/29/2023","899.28","909.59","911.23","899.28","1.56B","-1.16%"
"09/28/2023","909.88","919.65","925.74","908.50","1.75B","-1.07%"
"09/27/2023","919.75","918.26","921.24","913.88","1.32B","0.26%"
"09/26/2023","917.39","921.32","928.96","916.94","1.54B","-0.66%"
"09/25/2023","923.50","934.93","935.14","923.48","1.13B","-1.09%"
"09/22/2023","933.69","927.69","937.63","924.55","1.43B","0.67%"
"09/21/2023","927.52","921.63","929.62","920.22","1.13B","0.36%"
"09/20/2023","924.16","932.74","932.74","920.84","1.38B","-1.00%"
"09/19/2023","933.53","937.01","939.49","932.08","1.11B","-0.39%"
"09/18/2023","937.17","944.04","944.04","935.78","1.05B","-0.94%"
"09/15/2023","946.02","950.78","951.21","945.10","1.43B","-0.14%"
"09/14/2023","947.35","943.26","949.34","939.12","959.62M","0.65%"
"09/13/2023","941.24","946.28","946.28","938.37","1.01B","-0.46%"
"09/12/2023","945.63","944.15","949.43","943.22","951.69M","0.40%"
"09/11/2023","941.90","946.65","948.06","938.35","926.06M","-0.43%"
"09/08/2023","946.00","949.05","951.30","945.87","973.33M","-0.31%"
"09/07/2023","948.94","948.53","953.97","946.43","1.04B","0.02%"
"09/06/2023","948.79","946.71","952.47","944.80","1.67B","0.18%"
"09/05/2023","947.09","948.36","951.37","945.00","1.46B","-0.15%"
"09/04/2023","948.49","958.52","959.30","946.78","1.59B","-0.89%"
"09/01/2023","957.01","959.57","962.12","954.82","1.53B","-0.02%"
"08/31/2023","957.21","964.80","965.62","956.67","4.48B","-0.98%"
"08/30/2023","966.69","966.68","970.42","964.23","1.75B","0.34%"
"08/29/2023","963.46","962.46","967.31","960.11","1.56B","0.28%"
"08/28/2023","960.75","963.80","966.07","958.65","1.27B","0.03%"
"08/25/2023","960.47","957.88","961.90","954.71","1.82B","0.01%"
"08/24/2023","960.35","957.69","965.30","957.69","2.49B","0.59%"
"08/23/2023","954.71","957.33","960.22","951.50","1.73B","0.02%"
"08/22/2023","954.56","949.09","956.73","946.41","2.04B","1.34%"
"08/21/2023","941.98","939.41","945.03","933.87","1.19B","0.57%"
"08/18/2023","936.68","941.60","943.10","934.07","2.00B","-0.81%"
"08/17/2023","944.29","934.76","945.97","932.52","1.37B","0.58%"
"08/16/2023","938.88","936.72","939.78","930.15","1.49B","-0.10%"
"08/15/2023","939.78","950.26","951.24","936.93","1.43B","-1.20%"
"08/11/2023","951.23","952.18","955.45","946.97","2.46B","0.01%"
"08/10/2023","951.10","947.93","951.13","940.46","1.42B","0.32%"
"08/09/2023","948.05","944.12","948.80","939.10","1.11B","0.63%"
"08/08/2023","942.11","953.53","954.83","942.11","1.12B","-1.04%"
"08/07/2023","952.05","950.82","957.81","942.80","1.12B","0.36%"
"08/04/2023","948.68","948.81","955.73","948.46","1.14B","0.10%"
"08/03/2023","947.72","957.71","960.21","947.22","1.49B","-1.59%"
"08/02/2023","963.01","961.51","969.85","958.85","1.46B","-0.33%"
"07/31/2023","966.18","962.36","970.58","961.05","1.53B","0.90%"
"07/27/2023","957.58","947.28","960.28","942.69","1.81B","1.27%"
"07/26/2023","945.55","946.94","948.51","941.92","1.02B","-0.06%"
"07/25/2023","946.10","947.92","951.12","940.79","1.09B","0.22%"
"07/24/2023","944.01","945.28","951.88","940.96","1.18B","-0.13%"
"07/21/2023","945.22","941.01","947.74","935.58","1.50B","0.69%"
"07/20/2023","938.72","947.55","951.46","938.49","1.35B","-0.98%"
"07/19/2023","947.99","949.82","954.82","944.09","1.80B","-0.08%"
"07/18/2023","948.76","941.08","949.08","941.08","1.47B","0.66%"
"07/17/2023","942.50","939.79","945.71","934.90","1.45B","0.50%"
"07/14/2023","937.80","924.90","939.00","924.90","1.43B","1.73%"
"07/13/2023","921.83","920.74","924.74","918.19","1.16B","0.13%"
"07/12/2023","920.65","924.50","929.43","917.61","1.33B","-0.07%"
"07/11/2023","921.32","924.79","926.34","917.40","890.25M","0.16%"
"07/10/2023","919.81","916.85","920.94","908.75","1.05B","0.59%"
"07/07/2023","914.37","908.04","918.20","903.16","873.79M","-0.01%"
"07/06/2023","914.49","921.42","923.53","910.71","1.21B","-1.27%"
"07/05/2023","926.27","925.51","929.72","923.81","1.20B","-0.19%"
"07/04/2023","928.06","919.70","931.00","917.92","1.42B","0.61%"
"07/03/2023","922.40","922.27","923.41","914.05","927.80M","0.34%"
"06/30/2023","919.28","909.37","920.82","908.00","1.87B","1.84%"
"06/29/2023","902.65","897.31","911.03","891.79","2.42B","0.69%"
"06/28/2023","896.42","906.47","908.30","895.16","1.94B","-0.70%"
"06/27/2023","902.74","910.21","914.45","902.74","1.11B","-0.61%"
"06/26/2023","908.30","916.90","919.63","906.54","1.48B","-1.01%"
"06/23/2023","917.58","915.42","921.61","910.60","1.06B","-0.12%"
"06/22/2023","918.69","927.91","928.35","915.29","1.28B","-0.78%"
"06/21/2023","925.93","931.51","933.28","921.45","1.30B","-0.93%"
"06/20/2023","934.61","939.35","942.90","930.41","1.73B","-1.59%"
"06/19/2023","949.69","946.35","953.84","944.31","802.81M","0.09%"
"06/16/2023","948.82","951.16","954.62","939.84","1.60B","0.13%"
"06/15/2023","947.62","945.99","950.81","943.29","1.21B","0.16%"
"06/14/2023","946.07","949.55","952.18","944.30","1.10B","-0.13%"
"06/13/2023","947.28","940.80","950.39","939.92","928.06M","0.79%"
"06/12/2023","939.81","938.24","942.99","936.15","1.25B","-0.19%"
"06/09/2023","941.58","944.80","945.28","938.26","1.24B","-0.46%"
"06/08/2023","945.95","927.06","945.95","924.77","1.63B","2.04%"
"06/07/2023","927.00","925.37","927.68","918.94","1.46B","0.37%"
"06/06/2023","923.54","929.53","930.85","921.70","1.46B","-0.15%"
"06/02/2023","924.89","921.08","927.80","918.88","1.54B","0.83%"
